52.98	106.30
53.00	103.56
53.03	98.08
53.05	104.25
53.08	103.46
53.11	99.86
53.13	104.91
53.16	95.93
53.19	103.56
53.21	103.64
53.24	98.81
53.26	98.81
53.29	102.23
53.32	98.08
53.34	104.08
53.37	103.56
53.40	104.25
53.42	98.07
53.45	106.95
53.47	98.89
53.50	104.91
53.53	99.68
53.55	106.30
53.58	104.91
53.60	104.15
53.63	102.82
53.66	98.99
53.68	102.05
53.71	100.17
53.74	104.90
53.76	102.95
53.79	107.36
53.81	104.92
53.84	100.94
53.87	103.46
53.89	109.51
53.92	102.95
53.95	109.79
53.97	98.51
54.00	105.56
54.02	106.30
54.05	109.78
54.08	104.90
54.10	100.44
54.13	105.62
54.16	102.05
54.18	105.59
54.21	101.48
54.23	104.90
54.26	106.38
54.29	104.20
54.31	105.59
54.34	106.95
54.36	102.95
54.39	99.68
54.42	102.82
54.44	99.86
54.47	102.82
54.50	106.30
54.52	102.82
54.55	106.23
54.57	104.25
54.60	101.48
54.63	109.78
54.65	103.56
54.68	103.46
54.71	106.30
54.73	100.44
54.76	104.20
54.78	104.92
54.81	103.56
54.84	106.30
54.86	102.23
54.89	100.44
54.91	106.95
54.94	104.92
54.97	104.89
54.99	100.99
55.02	104.92
55.05	102.68
55.07	101.68
55.10	104.91
55.12	104.15
55.15	101.48
55.18	106.30
55.20	102.82
55.23	107.90
55.26	102.68
55.28	102.05
55.31	100.44
55.33	103.56
55.36	102.82
55.39	101.85
55.41	108.94
55.44	102.23
55.46	103.56
55.49	103.46
55.52	102.23
55.54	100.40
55.57	97.12
55.60	100.94
55.62	101.48
55.65	111.23
55.67	105.66
55.70	104.91
55.73	110.08
55.75	108.73
55.78	101.62
55.81	102.68
55.83	106.30
55.86	101.48
55.88	101.48
55.91	106.30
55.94	101.48
55.96	107.57
55.99	103.46
56.01	104.92
56.04	107.90
56.07	105.66
56.09	107.57
56.12	102.68
56.15	104.89
56.17	103.64
56.20	106.30
56.22	103.46
56.25	102.05
56.28	106.23
56.30	96.69
56.33	107.07
56.36	102.95
56.38	108.35
56.41	107.57
56.43	97.65
56.46	104.25
56.49	106.95
56.51	104.91
56.54	104.91
56.56	102.23
56.59	101.17
56.62	106.30
56.64	98.81
56.67	102.82
56.70	105.66
56.72	106.30
56.75	100.94
56.77	102.39
56.80	101.25
56.83	99.23
56.85	104.91
56.88	107.07
56.91	105.59
56.93	110.05
56.96	104.90
56.98	107.21
57.01	105.59
57.04	104.91
57.06	102.51
57.09	102.95
57.11	101.25
57.14	109.18
57.17	103.56
57.19	109.78
57.22	105.59
57.25	105.59
57.27	94.69
57.30	103.56
57.32	106.38
57.35	97.20
57.38	110.67
57.40	109.18
57.43	99.36
57.45	106.38
57.48	110.56
57.51	97.58
57.53	100.17
57.56	101.48
57.59	104.90
57.61	102.05
57.64	102.82
57.66	104.25
57.69	101.68
57.72	100.40
57.74	104.90
57.77	101.85
57.80	103.46
57.82	104.90
57.85	98.89
57.87	105.59
57.90	105.62
57.93	104.91
57.95	104.91
57.98	102.05
58.00	104.25
58.03	100.94
58.06	107.07
58.08	102.05
58.11	100.17
58.14	104.20
58.16	100.17
58.19	103.72
58.21	102.68
58.24	104.15
58.27	98.99
58.29	105.59
58.32	102.23
58.35	103.56
58.37	107.57
58.40	102.82
58.42	102.05
58.45	99.23
58.48	105.59
58.50	111.76
58.53	110.34
58.55	99.68
58.58	106.30
58.61	99.36
58.63	107.73
58.66	107.73
58.69	104.91
58.71	105.62
58.74	104.93
58.76	98.51
58.79	104.20
58.82	103.64
58.84	102.95
58.87	104.20
58.90	102.82
58.92	101.48
58.95	104.90
58.97	104.25
59.00	104.91
59.03	102.05
59.05	100.69
59.08	106.30
59.10	101.85
59.13	101.25
59.16	106.85
59.18	102.23
59.21	102.82
59.24	111.88
59.26	99.36
59.29	102.68
59.31	99.86
59.34	104.90
59.37	103.56
59.39	103.64
59.42	104.92
59.45	104.91
59.47	100.17
59.50	108.56
59.52	102.82
59.55	104.25
59.58	104.15
59.60	105.62
59.63	101.48
59.65	104.25
59.68	104.90
59.71	104.20
59.73	101.48
59.76	104.90
59.79	102.82
59.81	102.05
59.84	105.62
59.86	106.30
59.89	98.51
59.92	100.69
59.94	99.86
59.97	102.05
59.99	108.94
60.02	105.59
60.05	103.35
60.07	106.23
60.10	100.69
60.13	102.95
60.15	104.20
60.18	105.62
60.20	101.48
60.23	107.07
60.26	104.90
60.28	100.40
60.31	104.25
60.34	100.17
60.36	107.73
60.39	101.48
60.41	104.89
60.44	102.95
60.47	98.07
60.49	103.46
60.52	105.62
60.54	105.66
60.57	103.56
60.60	106.95
60.62	104.20
60.65	107.57
60.68	100.17
60.70	104.20
60.73	101.48
60.75	104.90
60.78	102.05
60.81	102.68
60.83	93.78
60.86	104.92
60.89	104.25
60.91	104.15
60.94	105.66
60.96	103.46
60.99	98.89
61.02	104.30
61.04	102.39
61.07	105.59
61.09	104.25
61.12	100.69
61.15	99.86
61.17	104.92
61.20	103.46
61.23	98.51
61.25	104.90
61.28	99.97
61.30	100.94
61.33	104.20
61.36	102.95
61.38	98.07
61.41	102.68
61.44	106.30
61.46	102.68
61.49	102.05
61.51	104.91
61.54	102.82
61.57	101.68
61.59	105.62
61.62	103.46
61.64	106.38
61.67	103.64
61.70	104.92
61.72	107.73
61.75	98.99
61.78	100.94
61.80	106.95
61.83	101.68
61.85	100.44
61.88	102.82
61.91	105.62
61.93	100.69
61.96	102.82
61.99	104.88
62.01	100.69
62.04	95.93
62.06	104.20
62.09	104.25
62.12	101.85
62.14	104.90
62.17	105.59
62.19	103.56
62.22	105.59
62.25	95.35
62.27	109.78
62.30	104.25
62.33	96.81
62.35	104.34
62.38	109.18
